Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Library Admin              ,Revenue Expenditure,25/01/2016,PROJECT NORTH EAST,6809853,Revenue,1EJ03,Training,300.00
Chief Executive's,CD - Business Dev Centres        ,Revenue Expenditure,15/01/2016,PROJECT NORTH EAST,6802101,Revenue,1DE49,i4- Quayside NEC,350.00
Adult and Culture,Social Services                        ,Revenue Expenditure,12/01/2016,PROPS NORTH EAST,6799869,Revenue,1MB07,Young Carers Budget,937.50
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19/01/2016,PROPS NORTH EAST,6805043,Revenue,1ML09,PH - Drugs and alcohol,"9,077.32"
Adult and Culture,Adult Serv Apprenticeship Plus   ,Revenue Expenditure,20/01/2016,PROPS NORTH EAST,6805944,Revenue,1EA56,Wellbeing Fund,718.00
Adult and Culture,Adult Serv Apprenticeship Plus   ,Revenue Expenditure,20/01/2016,PROPS NORTH EAST,6805945,Revenue,1EA56,Wellbeing Fund,718.00
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,29/01/2016,PRUDENTIAL ASSURANCE CO LTD,6814851,Revenue,3RNE2,StCuthberts Acad Payroll Deds,470.19
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,29/01/2016,PRUDENTIAL ASSURANCE CO LTD,6814851,Revenue,3RNG2,St Marys Acad Payroll Deds,50.84
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,29/01/2016,PRUDENTIAL ASSURANCE CO LTD,6814851,Revenue,3RNX2,NECA Payroll Deductions,105.00
Adult and Culture,Social Services                        ,Revenue Expenditure,26/01/2016,PUBLIC HEALTH ENGLAND,6811147,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"8,253.52"
Adult and Culture,Social Services                        ,Revenue Expenditure,26/01/2016,PUBLIC HEALTH ENGLAND,6811149,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"21,263.77"
Adult and Culture,Social Services                        ,Revenue Expenditure,26/01/2016,PUBLIC HEALTH ENGLAND,6811430,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"7,157.92"
Adult and Culture,Social Services                        ,Revenue Expenditure,26/01/2016,PUBLIC HEALTH ENGLAND,6811431,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,648.23
Adult and Culture,Social Services                        ,Revenue Expenditure,26/01/2016,PUBLIC HEALTH ENGLAND,6811432,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"11,065.56"
Adult and Culture,Social Services                        ,Revenue Expenditure,04/01/2016,PUBLIC HEALTH ENGLAND,6789942,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"12,307.24"
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,13/01/2016,PWG CONNECTIONS LTD,6801238,Revenue,1KVEM,Mechanical Stand Alone Works,"1,610.42"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,22/01/2016,Q-MATIC UK LTD,6808660,Revenue,1CC02,CRM Operating Costs,"11,306.24"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,21/01/2016,Q-MATIC UK LTD,6794175,Revenue,1CC02,CRM Operating Costs,"11,306.24"
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,22/01/2016,Q-MATIC UK LTD,6808662,Revenue,1CC02,CRM Operating Costs,"23,270.65"
Environment & Regeneration,E&R - Technical Consultancy    ,Revenue Expenditure,12/01/2016,QUADRANT SECURITY GROUP LTD,6783237,Revenue,1V092,UTMC,"4,740.00"
Environment & Regeneration,Fleet Management System                ,(blank),25/01/2016,QUAY COACHWORKS,6799093,Revenue,1KESY,Fleet Services Hire office,316.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,R & C SHEPERIA,6812964,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,20/01/2016,R J  UTILITY SERVICES LTD,6656274,Revenue,1KR01,Responsive Maintenance,"1,360.00"
Adult and Culture,Social Services                        ,Revenue Expenditure,08/01/2016,R W BARRETT & SON,6797355,Revenue,1MG92,Financial Safeguarding,"1,125.00"
Adult and Culture,Social Services                        ,Revenue Expenditure,19/01/2016,R W BARRETT & SON,6801908,Revenue,1MG92,Financial Safeguarding,961.00
Adult and Culture,Social Services                        ,Revenue Expenditure,11/01/2016,R W BARRETT & SON,6798541,Revenue,1MG92,Financial Safeguarding,"1,135.00"
Environment & Regeneration,Highways                               ,Current Assets,14/01/2016,RADIX TRAFFIC LTD,6800358,Revenue,4RX01,General Fund,804.00
Environment & Regeneration,E&R-Highway&Traffic Management   ,Capital Expenditure,27/01/2016,RAINTON CONSTRUCTION LTD,6809026,Capital,2DP02,Devt Capital CC,"150,387.83"
Environment & Regeneration,E&R-Highway&Traffic Management   ,Revenue Expenditure,27/01/2016,RAINTON CONSTRUCTION LTD,6809026,Revenue,1KEMC,Highways,"10,808.92"
Environment & Regeneration,E&R-Highway&Traffic Management   ,Revenue Expenditure,27/01/2016,RAINTON CONSTRUCTION LTD,6809026,Revenue,1KEWB,Newington Road West Depot,"7,596.07"
Adult and Culture,Adult Serv Occ Therapy     ,Revenue Expenditure,08/01/2016,RAISE THE TEMPERATURE,6797811,Revenue,1MG70,Equipt & Adaptations OP,345.30
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,05/01/2016,RB PERFOMANCE LTD,6795092,Revenue,1CR01,Revenues & Benefits Managemnt,"3,150.00"
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,06/01/2016,REACTION FIREWORKS LTD,6753776,Revenue,1KL6N,Seasonal Events,"3,000.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,REAL LIFE OPTIONS,6805488,Revenue,1MK50,Supported Living LD,"57,591.36"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,REAL LIFE OPTIONS,6805488,Revenue,1MK50,Supported Living LD,"-1,959.76"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,RED BRICK HOUSE,6799682,Revenue,1MG10,Nursing Care OP,"1,676.32"
Adult and Culture,Social Services - Social Care Payments ,Revenue Expenditure,28/01/2016,Redacted Personal Data,6814741,Revenue,1MF10,Adoption Payments,"4,000.00"
Adult and Culture,Social Services - Social Care Payments ,Revenue Expenditure,05/01/2016,Redacted Personal Data,6794178,Revenue,1MK34,Shared Lives - Adult LD,298.70
Adult and Culture,Social Services - Social Care Payments ,Revenue Expenditure,08/01/2016,Redacted Personal Data,6797913,Revenue,1MK34,Shared Lives - Adult LD,765.00
Adult and Culture,Social Services - Social Care Payments ,Revenue Expenditure,07/01/2016,Redacted Personal Data,6796927,Revenue,1MK34,Shared Lives - Adult LD,765.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799690,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799804,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799800,Revenue,1MG20,Residential Care OP,"38,124.44"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799784,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799741,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799711,Revenue,1MK34,Shared Lives - Adult LD,"1,560.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799656,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799761,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799664,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799739,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799701,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,Redacted Personal Data,6799724,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810873,Revenue,1MK40,Direct Payments LD,741.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810424,Revenue,1MK40,Direct Payments LD,688.12
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810481,Revenue,1MG40,Direct Payments OP,"1,155.60"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810474,Revenue,1MK40,Direct Payments LD,391.16
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810436,Revenue,1MK40,Direct Payments LD,783.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810445,Revenue,1MH40,Direct Payments PD,642.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810372,Revenue,1MH40,Direct Payments PD,"2,615.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810376,Revenue,1MK40,Direct Payments LD,"1,031.88"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810376,Revenue,1E20P,High Needs Post16 Funding,"1,041.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810695,Revenue,1MG40,Direct Payments OP,609.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810637,Revenue,1MM40,Direct Payments MH,308.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810449,Revenue,1MK40,Direct Payments LD,760.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810460,Revenue,1MH40,Direct Payments PD,"4,915.56"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810529,Revenue,1MG40,Direct Payments OP,"1,110.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810748,Revenue,1MG43,Carers Support Payments OP,725.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810451,Revenue,1MK40,Direct Payments LD,802.16
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811001,Revenue,1MK40,Direct Payments LD,308.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811109,Revenue,1MH43,Carers Support Payments PD,400.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810580,Revenue,1MK40,Direct Payments LD,"8,525.16"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810719,Revenue,1MG43,Carers Support Payments OP,700.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810525,Revenue,1MH40,Direct Payments PD,827.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810922,Revenue,1MK40,Direct Payments LD,352.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810710,Revenue,1MD66,CWD Care Packages,884.64
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810707,Revenue,1MK40,Direct Payments LD,544.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810638,Revenue,1MK43,Carers Support Payments LD,733.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811106,Revenue,1MG43,Carers Support Payments OP,525.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810681,Revenue,1MK40,Direct Payments LD,"2,499.72"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811119,Revenue,1MK43,Carers Support Payments LD,600.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810713,Revenue,1MK43,Carers Support Payments LD,600.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810644,Revenue,1MG40,Direct Payments OP,"2,002.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810801,Revenue,1MG43,Carers Support Payments OP,400.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810709,Revenue,1MK40,Direct Payments LD,"25,211.66"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810806,Revenue,1MD66,CWD Care Packages,461.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810649,Revenue,1MK40,Direct Payments LD,"2,516.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810652,Revenue,1MK40,Direct Payments LD,368.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810883,Revenue,1MH40,Direct Payments PD,307.16
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811102,Revenue,1MH40,Direct Payments PD,"3,448.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810629,Revenue,1MM40,Direct Payments MH,515.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810537,Revenue,1MG43,Carers Support Payments OP,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810623,Revenue,1MD66,CWD Care Packages,675.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810739,Revenue,1MH43,Carers Support Payments PD,400.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810547,Revenue,1MH40,Direct Payments PD,561.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810648,Revenue,1MG43,Carers Support Payments OP,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810358,Revenue,1MH40,Direct Payments PD,406.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810527,Revenue,1MK40,Direct Payments LD,"8,127.12"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810775,Revenue,1MG43,Carers Support Payments OP,600.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810904,Revenue,1MG40,Direct Payments OP,"1,247.64"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810924,Revenue,1MG40,Direct Payments OP,272.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811004,Revenue,1MG40,Direct Payments OP,856.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810523,Revenue,1MG40,Direct Payments OP,770.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810910,Revenue,1MG40,Direct Payments OP,530.12
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810736,Revenue,1MD66,CWD Care Packages,378.76
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810426,Revenue,1MK40,Direct Payments LD,"3,552.40"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811007,Revenue,1MK43,Carers Support Payments LD,"1,450.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810627,Revenue,1MK40,Direct Payments LD,365.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810354,Revenue,1MH40,Direct Payments PD,"2,405.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810872,Revenue,1MK40,Direct Payments LD,450.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810576,Revenue,1MK40,Direct Payments LD,282.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810475,Revenue,1MK40,Direct Payments LD,"1,735.68"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810378,Revenue,1MK40,Direct Payments LD,"3,254.92"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810419,Revenue,1MK40,Direct Payments LD,660.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810913,Revenue,1MH40,Direct Payments PD,378.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810654,Revenue,1MH40,Direct Payments PD,396.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810738,Revenue,1MM40,Direct Payments MH,365.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810818,Revenue,1MD66,CWD Care Packages,253.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810406,Revenue,1MD66,CWD Care Packages,522.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810512,Revenue,1MK40,Direct Payments LD,"1,198.40"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810646,Revenue,1MK40,Direct Payments LD,"2,730.56"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810729,Revenue,1MG43,Carers Support Payments OP,"2,000.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810747,Revenue,1MG40,Direct Payments OP,"4,445.42"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810813,Revenue,1MG43,Carers Support Payments OP,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810749,Revenue,1MK40,Direct Payments LD,295.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810886,Revenue,1MK40,Direct Payments LD,560.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810518,Revenue,1MD66,CWD Care Packages,"2,130.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810849,Revenue,1MD66,CWD Care Packages,413.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810763,Revenue,1MD66,CWD Care Packages,363.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810917,Revenue,1MG40,Direct Payments OP,422.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810536,Revenue,1MK40,Direct Payments LD,"1,183.16"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811122,Revenue,1MG43,Carers Support Payments OP,800.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810355,Revenue,1MH40,Direct Payments PD,"6,832.32"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810379,Revenue,1MH40,Direct Payments PD,970.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810569,Revenue,1MH40,Direct Payments PD,428.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810598,Revenue,1MK40,Direct Payments LD,334.32
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810491,Revenue,1MK40,Direct Payments LD,587.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810607,Revenue,1MM40,Direct Payments MH,"2,080.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810592,Revenue,1MK40,Direct Payments LD,621.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810540,Revenue,1MG40,Direct Payments OP,"1,048.12"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810850,Revenue,1MK40,Direct Payments LD,492.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810796,Revenue,1MD66,CWD Care Packages,321.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811020,Revenue,1MH40,Direct Payments PD,293.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810804,Revenue,1MD66,CWD Care Packages,346.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810530,Revenue,1MH40,Direct Payments PD,"4,664.44"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810742,Revenue,1MH40,Direct Payments PD,280.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810549,Revenue,1MK40,Direct Payments LD,297.68
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810656,Revenue,1MK40,Direct Payments LD,"2,956.20"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810859,Revenue,1MD66,CWD Care Packages,435.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810831,Revenue,1MD66,CWD Care Packages,424.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810715,Revenue,1MG43,Carers Support Payments OP,"1,575.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810810,Revenue,1MG43,Carers Support Payments OP,"1,325.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810444,Revenue,1MG40,Direct Payments OP,678.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810377,Revenue,1MM40,Direct Payments MH,734.28
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810425,Revenue,1MD66,CWD Care Packages,703.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810931,Revenue,1MK40,Direct Payments LD,502.84
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810684,Revenue,1MK40,Direct Payments LD,595.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810369,Revenue,1MH40,Direct Payments PD,684.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810915,Revenue,1MK40,Direct Payments LD,333.12
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810871,Revenue,1MD66,CWD Care Packages,615.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810979,Revenue,1MK40,Direct Payments LD,319.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810879,Revenue,1MH40,Direct Payments PD,"1,163.12"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810798,Revenue,1MD66,CWD Care Packages,433.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810467,Revenue,1MK40,Direct Payments LD,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810730,Revenue,1MK40,Direct Payments LD,"1,263.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810844,Revenue,1MK40,Direct Payments LD,492.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810778,Revenue,1MH40,Direct Payments PD,548.68
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810822,Revenue,1MK40,Direct Payments LD,605.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810606,Revenue,1MK40,Direct Payments LD,599.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810583,Revenue,1MK40,Direct Payments LD,"1,239.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810975,Revenue,1MK40,Direct Payments LD,621.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810585,Revenue,1MG40,Direct Payments OP,522.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810597,Revenue,1MK40,Direct Payments LD,380.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810383,Revenue,1MK40,Direct Payments LD,"1,829.48"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810570,Revenue,1MD66,CWD Care Packages,350.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810364,Revenue,1MD66,CWD Care Packages,264.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810593,Revenue,1MK40,Direct Payments LD,851.88
